Y (ang)	el Psi 1
1.720000e+003	2.6917e-006
1.722000e+003	2.9793e-006
1.724000e+003	3.2979e-006
1.726000e+003	3.6508e-006
1.728000e+003	4.0417e-006
1.730000e+003	4.4748e-006
1.732000e+003	4.9545e-006
1.734000e+003	5.4861e-006
1.736000e+003	6.0751e-006
1.738000e+003	6.7277e-006
1.740000e+003	7.4509e-006
1.742000e+003	8.2524e-006
1.744000e+003	9.1407e-006
1.746000e+003	1.0125e-005
1.748000e+003	1.1217e-005
1.750000e+003	1.2426e-005
1.752000e+003	1.3768e-005
1.754000e+003	1.5254e-005
1.756000e+003	1.6903e-005
1.758000e+003	1.8731e-005
1.760000e+003	2.0758e-005
1.762000e+003	2.3005e-005
1.764000e+003	2.5498e-005
1.766000e+003	2.8262e-005
1.768000e+003	3.1328e-005
1.770000e+003	3.4730e-005
1.772000e+003	3.8502e-005
1.774000e+003	4.2687e-005
1.776000e+003	4.7331e-005
1.778000e+003	5.2482e-005
1.780000e+003	5.8198e-005
1.782000e+003	6.4541e-005
1.784000e+003	7.1579e-005
1.786000e+003	7.9390e-005
1.788000e+003	8.8059e-005
1.790000e+003	9.7680e-005
1.792000e+003	1.0836e-004
1.794000e+003	1.2022e-004
1.796000e+003	1.3338e-004
1.798000e+003	1.4799e-004
1.800000e+003	1.6421e-004
1.802000e+003	1.8222e-004
1.804000e+003	2.0222e-004
1.806000e+003	2.2442e-004
1.808000e+003	2.4909e-004
1.810000e+003	2.7648e-004
1.812000e+003	3.0690e-004
1.814000e+003	3.4069e-004
1.816000e+003	3.7822e-004
1.818000e+003	4.1991e-004
1.820000e+003	4.6623e-004
1.822000e+003	5.1769e-004
1.824000e+003	5.7487e-004
1.826000e+003	6.3841e-004
1.828000e+003	7.0900e-004
1.830000e+003	7.8746e-004
1.832000e+003	8.7465e-004
1.834000e+003	9.7156e-004
1.836000e+003	1.0793e-003
1.838000e+003	1.1990e-003
1.840000e+003	1.3321e-003
1.842000e+003	1.4800e-003
1.844000e+003	1.6445e-003
1.846000e+003	1.8274e-003
1.848000e+003	2.0308e-003
1.850000e+003	2.2569e-003
1.852000e+003	2.5083e-003
1.854000e+003	2.7880e-003
1.856000e+003	3.0990e-003
1.858000e+003	3.4449e-003
1.860000e+003	3.8296e-003
1.862000e+003	4.2576e-003
1.864000e+003	4.7337e-003
1.866000e+003	5.2634e-003
1.868000e+003	5.8527e-003
1.870000e+003	6.5084e-003
1.872000e+003	7.2380e-003
1.874000e+003	8.0499e-003
1.876000e+003	8.9534e-003
1.878000e+003	9.9590e-003
1.880000e+003	1.1078e-002
1.882000e+003	1.2324e-002
1.884000e+003	1.3710e-002
1.886000e+003	1.5254e-002
1.888000e+003	1.6972e-002
1.890000e+003	1.8885e-002
1.892000e+003	2.1015e-002
1.894000e+003	2.3387e-002
1.896000e+003	2.6028e-002
1.898000e+003	2.8968e-002
1.900000e+003	3.2243e-002
1.902000e+003	3.5891e-002
1.904000e+003	3.9556e-002
1.906000e+003	4.2772e-002
1.908000e+003	4.5931e-002
1.910000e+003	4.9029e-002
1.912000e+003	5.2063e-002
1.914000e+003	5.5028e-002
1.916000e+003	5.7923e-002
1.918000e+003	6.0744e-002
1.920000e+003	6.3487e-002
1.922000e+003	6.6149e-002
1.924000e+003	6.8729e-002
1.926000e+003	7.1224e-002
1.928000e+003	7.3630e-002
1.930000e+003	7.5946e-002
1.932000e+003	7.8170e-002
1.934000e+003	8.0299e-002
1.936000e+003	8.2332e-002
1.938000e+003	8.4268e-002
1.940000e+003	8.6103e-002
1.942000e+003	8.7838e-002
1.944000e+003	8.9471e-002
1.946000e+003	9.1001e-002
1.948000e+003	9.2426e-002
1.950000e+003	9.3747e-002
1.952000e+003	9.4961e-002
1.954000e+003	9.6069e-002
1.956000e+003	9.7070e-002
1.958000e+003	9.7964e-002
1.960000e+003	9.8751e-002
1.962000e+003	9.9429e-002
1.964000e+003	1.0000e-001
1.966000e+003	1.0046e-001
1.968000e+003	1.0082e-001
1.970000e+003	1.0107e-001
1.972000e+003	1.0121e-001
1.974000e+003	1.0125e-001
1.976000e+003	1.0118e-001
1.978000e+003	1.0101e-001
1.980000e+003	1.0073e-001
1.982000e+003	1.0035e-001
1.984000e+003	9.9872e-002
1.986000e+003	9.9289e-002
1.988000e+003	9.8607e-002
1.990000e+003	9.7827e-002
1.992000e+003	9.6949e-002
1.994000e+003	9.5975e-002
1.996000e+003	9.4908e-002
1.998000e+003	9.3747e-002
2.000000e+003	9.2495e-002
2.002000e+003	9.1153e-002
2.004000e+003	8.9724e-002
2.006000e+003	8.8209e-002
2.008000e+003	8.6609e-002
2.010000e+003	8.4927e-002
2.012000e+003	8.3165e-002
2.014000e+003	8.1324e-002
2.016000e+003	7.9407e-002
2.018000e+003	7.7415e-002
2.020000e+003	7.5352e-002
2.022000e+003	7.3218e-002
2.024000e+003	7.1018e-002
2.026000e+003	6.8751e-002
2.028000e+003	6.6422e-002
2.030000e+003	6.4032e-002
2.032000e+003	6.1583e-002
2.034000e+003	5.9079e-002
2.036000e+003	5.6522e-002
2.038000e+003	5.3913e-002
2.040000e+003	5.1256e-002
2.042000e+003	4.8553e-002
2.044000e+003	4.5807e-002
2.046000e+003	4.3021e-002
2.048000e+003	4.0196e-002
2.050000e+003	3.7335e-002
2.052000e+003	3.4442e-002
2.054000e+003	3.1164e-002
2.056000e+003	2.7909e-002
2.058000e+003	2.4995e-002
2.060000e+003	2.2384e-002
2.062000e+003	2.0045e-002
2.064000e+003	1.7951e-002
2.066000e+003	1.6075e-002
2.068000e+003	1.4395e-002
2.070000e+003	1.2890e-002
2.072000e+003	1.1543e-002
2.074000e+003	1.0336e-002
2.076000e+003	9.2548e-003
2.078000e+003	8.2869e-003
2.080000e+003	7.4200e-003
2.082000e+003	6.6438e-003
2.084000e+003	5.9486e-003
2.086000e+003	5.3261e-003
2.088000e+003	4.7687e-003
2.090000e+003	4.2695e-003
2.092000e+003	3.8225e-003
2.094000e+003	3.4223e-003
2.096000e+003	3.0639e-003
2.098000e+003	2.7430e-003
2.100000e+003	2.4557e-003
2.102000e+003	2.1984e-003
2.104000e+003	1.9681e-003
2.106000e+003	1.7618e-003
2.108000e+003	1.5772e-003
2.110000e+003	1.4119e-003
2.112000e+003	1.2638e-003
2.114000e+003	1.1313e-003
2.116000e+003	1.0127e-003
2.118000e+003	9.0648e-004
2.120000e+003	8.1140e-004
2.122000e+003	7.2628e-004
2.124000e+003	6.5007e-004
2.126000e+003	5.8186e-004
2.128000e+003	5.2079e-004
2.130000e+003	4.6612e-004
2.132000e+003	4.1719e-004
2.134000e+003	3.7339e-004
2.136000e+003	3.3418e-004
2.138000e+003	2.9908e-004
2.140000e+003	2.6767e-004
2.142000e+003	2.3955e-004
2.144000e+003	2.1438e-004
2.146000e+003	1.9185e-004
2.148000e+003	1.7169e-004
2.150000e+003	1.5364e-004
2.152000e+003	1.3749e-004
2.154000e+003	1.2303e-004
2.156000e+003	1.1010e-004
2.158000e+003	9.8518e-005
2.160000e+003	8.8156e-005
2.162000e+003	7.8882e-005
2.164000e+003	7.0583e-005
2.166000e+003	6.3156e-005
2.168000e+003	5.6510e-005
2.170000e+003	5.0562e-005
2.172000e+003	4.5240e-005
2.174000e+003	4.0477e-005
2.176000e+003	3.6216e-005
2.178000e+003	3.2402e-005
2.180000e+003	2.8990e-005
2.182000e+003	2.5937e-005
2.184000e+003	2.3205e-005
2.186000e+003	2.0761e-005
2.188000e+003	1.8574e-005
2.190000e+003	1.6617e-005
2.192000e+003	1.4867e-005
2.194000e+003	1.3301e-005
2.196000e+003	1.1900e-005
2.198000e+003	1.0647e-005
2.200000e+003	9.5261e-006
2.202000e+003	8.5235e-006
2.204000e+003	7.6268e-006
2.206000e+003	6.8249e-006
2.208000e+003	6.1079e-006
2.210000e+003	5.4668e-006
2.212000e+003	4.8937e-006
2.214000e+003	4.3815e-006
2.216000e+003	3.9239e-006
2.218000e+003	3.5151e-006
2.220000e+003	3.1500e-006
2.222000e+003	2.8243e-006
2.224000e+003	2.5337e-006
2.226000e+003	2.2747e-006
2.228000e+003	2.0440e-006
2.230000e+003	1.8389e-006
2.232000e+003	1.6567e-006
2.234000e+003	1.4952e-006
2.236000e+003	1.3523e-006
2.238000e+003	1.2263e-006
2.240000e+003	1.1156e-006
2.242000e+003	1.0189e-006
2.244000e+003	9.3492e-007
2.246000e+003	8.6262e-007
2.248000e+003	8.0110e-007
2.250000e+003	7.4961e-007
2.252000e+003	7.0749e-007
2.254000e+003	5.3507e-007
2.256000e+003	3.3815e-007
2.258000e+003	2.1371e-007
2.260000e+003	1.3509e-007
2.262000e+003	8.5434e-008
2.264000e+003	5.4103e-008
2.266000e+003	3.4377e-008
2.268000e+003	2.2028e-008
2.270000e+003	1.4405e-008
2.272000e+003	9.8738e-009
2.274000e+003	8.5646e-009
2.276000e+003	8.3528e-009
2.278000e+003	8.1364e-009
2.280000e+003	7.9157e-009
2.282000e+003	7.6906e-009
2.284000e+003	7.4614e-009
2.286000e+003	7.2282e-009
2.288000e+003	6.9912e-009
2.290000e+003	6.7505e-009
2.292000e+003	6.5063e-009
2.294000e+003	4.9408e-009
2.296000e+003	3.1200e-009
2.298000e+003	1.9703e-009
2.300000e+003	1.2445e-009
2.302000e+003	7.8639e-010
2.304000e+003	4.9756e-010
2.306000e+003	3.1583e-010
2.308000e+003	2.0209e-010
2.310000e+003	1.3187e-010
2.312000e+003	9.0061e-011
2.314000e+003	7.7891e-011
2.316000e+003	7.5929e-011
2.318000e+003	7.3929e-011
2.320000e+003	7.1894e-011
2.322000e+003	6.9825e-011
2.324000e+003	6.7723e-011
2.326000e+003	6.5588e-011
2.328000e+003	6.3424e-011
2.330000e+003	6.1229e-011
2.332000e+003	5.9007e-011
2.334000e+003	4.4786e-011
2.336000e+003	2.8260e-011
2.338000e+003	1.7832e-011
2.340000e+003	1.1254e-011
2.342000e+003	7.1057e-012
2.344000e+003	4.4919e-012
2.346000e+003	2.8484e-012
2.348000e+003	1.8202e-012
2.350000e+003	1.1852e-012
2.352000e+003	8.0648e-013
2.354000e+003	6.9548e-013
2.356000e+003	6.7763e-013
2.358000e+003	6.5949e-013
2.360000e+003	6.4108e-013
2.362000e+003	6.2241e-013
2.364000e+003	6.0348e-013
2.366000e+003	5.8430e-013
2.368000e+003	5.6489e-013
2.370000e+003	5.4525e-013
2.372000e+003	5.2540e-013
2.374000e+003	3.9858e-013
2.376000e+003	2.5130e-013
2.378000e+003	1.5845e-013
2.380000e+003	9.9920e-014
2.382000e+003	6.3038e-014
2.384000e+003	3.9815e-014
2.386000e+003	2.5221e-014
2.388000e+003	1.6095e-014
2.390000e+003	1.0459e-014
2.392000e+003	7.0911e-015
2.394000e+003	6.0976e-015
2.396000e+003	5.9382e-015
2.398000e+003	5.7767e-015
2.400000e+003	5.6132e-015
2.402000e+003	5.4477e-015
2.404000e+003	5.2804e-015
2.406000e+003	5.1112e-015
2.408000e+003	4.9403e-015
2.410000e+003	4.7677e-015
2.412000e+003	4.5936e-015
2.414000e+003	3.4830e-015
2.416000e+003	2.1943e-015
2.418000e+003	1.3825e-015
2.420000e+003	8.7111e-016
2.422000e+003	5.4912e-016
2.424000e+003	3.4653e-016
2.426000e+003	2.1929e-016
2.428000e+003	1.3976e-016
2.430000e+003	9.0634e-017
2.432000e+003	6.1229e-017
2.434000e+003	5.2499e-017
2.436000e+003	5.1102e-017
2.438000e+003	4.9691e-017
2.440000e+003	4.8265e-017
2.442000e+003	4.6826e-017
2.444000e+003	4.5373e-017
2.446000e+003	4.3907e-017
2.448000e+003	4.2430e-017
2.450000e+003	4.0941e-017
2.452000e+003	3.9440e-017
2.454000e+003	2.9890e-017
2.456000e+003	1.8816e-017
2.458000e+003	1.1844e-017
2.460000e+003	7.4563e-018
2.462000e+003	4.6947e-018
2.464000e+003	2.9573e-018
2.466000e+003	1.8652e-018
2.468000e+003	1.1803e-018
2.470000e+003	7.5299e-019
2.472000e+003	4.9011e-019
2.474000e+003	4.0548e-019
2.476000e+003	3.9200e-019
2.478000e+003	3.7843e-019
2.480000e+003	3.6478e-019
2.482000e+003	3.5104e-019
2.484000e+003	3.3723e-019
2.486000e+003	3.2334e-019
2.488000e+003	3.0939e-019
2.490000e+003	2.9537e-019
2.492000e+003	2.8129e-019
2.494000e+003	1.9192e-019
2.496000e+003	6.9302e-020
2.498000e+003	-3.8154e-020
2.500000e+003	6.9421e-020
