Y (ang)	el Psi 1
1.664000e+003	1.5989e-007
1.666000e+003	1.7667e-007
1.668000e+003	1.9522e-007
1.670000e+003	2.1573e-007
1.672000e+003	2.3842e-007
1.674000e+003	2.6351e-007
1.676000e+003	2.9126e-007
1.678000e+003	3.2195e-007
1.680000e+003	3.5590e-007
1.682000e+003	3.9346e-007
1.684000e+003	4.3501e-007
1.686000e+003	4.8097e-007
1.688000e+003	5.3182e-007
1.690000e+003	5.8810e-007
1.692000e+003	6.5036e-007
1.694000e+003	7.1927e-007
1.696000e+003	7.9552e-007
1.698000e+003	8.7992e-007
1.700000e+003	9.7333e-007
1.702000e+003	1.0767e-006
1.704000e+003	1.1912e-006
1.706000e+003	1.3179e-006
1.708000e+003	1.4582e-006
1.710000e+003	1.6135e-006
1.712000e+003	1.7855e-006
1.714000e+003	1.9759e-006
1.716000e+003	2.1868e-006
1.718000e+003	2.4204e-006
1.720000e+003	2.6791e-006
1.722000e+003	2.9656e-006
1.724000e+003	3.2829e-006
1.726000e+003	3.6345e-006
1.728000e+003	4.0239e-006
1.730000e+003	4.4554e-006
1.732000e+003	4.9334e-006
1.734000e+003	5.4631e-006
1.736000e+003	6.0500e-006
1.738000e+003	6.7004e-006
1.740000e+003	7.4212e-006
1.742000e+003	8.2200e-006
1.744000e+003	9.1055e-006
1.746000e+003	1.0087e-005
1.748000e+003	1.1175e-005
1.750000e+003	1.2381e-005
1.752000e+003	1.3718e-005
1.754000e+003	1.5200e-005
1.756000e+003	1.6844e-005
1.758000e+003	1.8667e-005
1.760000e+003	2.0688e-005
1.762000e+003	2.2930e-005
1.764000e+003	2.5415e-005
1.766000e+003	2.8173e-005
1.768000e+003	3.1231e-005
1.770000e+003	3.4623e-005
1.772000e+003	3.8387e-005
1.774000e+003	4.2562e-005
1.776000e+003	4.7194e-005
1.778000e+003	5.2334e-005
1.780000e+003	5.8037e-005
1.782000e+003	6.4365e-005
1.784000e+003	7.1388e-005
1.786000e+003	7.9183e-005
1.788000e+003	8.7834e-005
1.790000e+003	9.7436e-005
1.792000e+003	1.0809e-004
1.794000e+003	1.1993e-004
1.796000e+003	1.3306e-004
1.798000e+003	1.4764e-004
1.800000e+003	1.6384e-004
1.802000e+003	1.8181e-004
1.804000e+003	2.0178e-004
1.806000e+003	2.2395e-004
1.808000e+003	2.4857e-004
1.810000e+003	2.7592e-004
1.812000e+003	3.0629e-004
1.814000e+003	3.4003e-004
1.816000e+003	3.7750e-004
1.818000e+003	4.1914e-004
1.820000e+003	4.6539e-004
1.822000e+003	5.1678e-004
1.824000e+003	5.7388e-004
1.826000e+003	6.3733e-004
1.828000e+003	7.0784e-004
1.830000e+003	7.8620e-004
1.832000e+003	8.7328e-004
1.834000e+003	9.7007e-004
1.836000e+003	1.0777e-003
1.838000e+003	1.1973e-003
1.840000e+003	1.3302e-003
1.842000e+003	1.4780e-003
1.844000e+003	1.6423e-003
1.846000e+003	1.8250e-003
1.848000e+003	2.0282e-003
1.850000e+003	2.2541e-003
1.852000e+003	2.5053e-003
1.854000e+003	2.7847e-003
1.856000e+003	3.0954e-003
1.858000e+003	3.4410e-003
1.860000e+003	3.8255e-003
1.862000e+003	4.2531e-003
1.864000e+003	4.7289e-003
1.866000e+003	5.2582e-003
1.868000e+003	5.8470e-003
1.870000e+003	6.5023e-003
1.872000e+003	7.2314e-003
1.874000e+003	8.0427e-003
1.876000e+003	8.9457e-003
1.878000e+003	9.9506e-003
1.880000e+003	1.1069e-002
1.882000e+003	1.2314e-002
1.884000e+003	1.3700e-002
1.886000e+003	1.5242e-002
1.888000e+003	1.6960e-002
1.890000e+003	1.8872e-002
1.892000e+003	2.1001e-002
1.894000e+003	2.3371e-002
1.896000e+003	2.6011e-002
1.898000e+003	2.8950e-002
1.900000e+003	3.2224e-002
1.902000e+003	3.5870e-002
1.904000e+003	3.9534e-002
1.906000e+003	4.2748e-002
1.908000e+003	4.5906e-002
1.910000e+003	4.9003e-002
1.912000e+003	5.2036e-002
1.914000e+003	5.5001e-002
1.916000e+003	5.7895e-002
1.918000e+003	6.0715e-002
1.920000e+003	6.3458e-002
1.922000e+003	6.6120e-002
1.924000e+003	6.8700e-002
1.926000e+003	7.1195e-002
1.928000e+003	7.3601e-002
1.930000e+003	7.5918e-002
1.932000e+003	7.8142e-002
1.934000e+003	8.0272e-002
1.936000e+003	8.2306e-002
1.938000e+003	8.4242e-002
1.940000e+003	8.6079e-002
1.942000e+003	8.7815e-002
1.944000e+003	8.9449e-002
1.946000e+003	9.0980e-002
1.948000e+003	9.2407e-002
1.950000e+003	9.3728e-002
1.952000e+003	9.4944e-002
1.954000e+003	9.6054e-002
1.956000e+003	9.7057e-002
1.958000e+003	9.7952e-002
1.960000e+003	9.8740e-002
1.962000e+003	9.9421e-002
1.964000e+003	9.9994e-002
1.966000e+003	1.0046e-001
1.968000e+003	1.0082e-001
1.970000e+003	1.0107e-001
1.972000e+003	1.0121e-001
1.974000e+003	1.0125e-001
1.976000e+003	1.0119e-001
1.978000e+003	1.0101e-001
1.980000e+003	1.0074e-001
1.982000e+003	1.0036e-001
1.984000e+003	9.9882e-002
1.986000e+003	9.9301e-002
1.988000e+003	9.8620e-002
1.990000e+003	9.7841e-002
1.992000e+003	9.6964e-002
1.994000e+003	9.5992e-002
1.996000e+003	9.4925e-002
1.998000e+003	9.3766e-002
2.000000e+003	9.2515e-002
2.002000e+003	9.1174e-002
2.004000e+003	8.9746e-002
2.006000e+003	8.8231e-002
2.008000e+003	8.6632e-002
2.010000e+003	8.4950e-002
2.012000e+003	8.3188e-002
2.014000e+003	8.1348e-002
2.016000e+003	7.9431e-002
2.018000e+003	7.7440e-002
2.020000e+003	7.5376e-002
2.022000e+003	7.3243e-002
2.024000e+003	7.1042e-002
2.026000e+003	6.8775e-002
2.028000e+003	6.6446e-002
2.030000e+003	6.4055e-002
2.032000e+003	6.1607e-002
2.034000e+003	5.9102e-002
2.036000e+003	5.6544e-002
2.038000e+003	5.3935e-002
2.040000e+003	5.1277e-002
2.042000e+003	4.8573e-002
2.044000e+003	4.5826e-002
2.046000e+003	4.3039e-002
2.048000e+003	4.0213e-002
2.050000e+003	3.7351e-002
2.052000e+003	3.4457e-002
2.054000e+003	3.1177e-002
2.056000e+003	2.7922e-002
2.058000e+003	2.5006e-002
2.060000e+003	2.2394e-002
2.062000e+003	2.0054e-002
2.064000e+003	1.7959e-002
2.066000e+003	1.6082e-002
2.068000e+003	1.4402e-002
2.070000e+003	1.2896e-002
2.072000e+003	1.1548e-002
2.074000e+003	1.0341e-002
2.076000e+003	9.2594e-003
2.078000e+003	8.2910e-003
2.080000e+003	7.4238e-003
2.082000e+003	6.6472e-003
2.084000e+003	5.9517e-003
2.086000e+003	5.3289e-003
2.088000e+003	4.7712e-003
2.090000e+003	4.2718e-003
2.092000e+003	3.8246e-003
2.094000e+003	3.4242e-003
2.096000e+003	3.0656e-003
2.098000e+003	2.7445e-003
2.100000e+003	2.4571e-003
2.102000e+003	2.1997e-003
2.104000e+003	1.9692e-003
2.106000e+003	1.7629e-003
2.108000e+003	1.5781e-003
2.110000e+003	1.4127e-003
2.112000e+003	1.2646e-003
2.114000e+003	1.1320e-003
2.116000e+003	1.0133e-003
2.118000e+003	9.0704e-004
2.120000e+003	8.1190e-004
2.122000e+003	7.2673e-004
2.124000e+003	6.5048e-004
2.126000e+003	5.8223e-004
2.128000e+003	5.2112e-004
2.130000e+003	4.6643e-004
2.132000e+003	4.1746e-004
2.134000e+003	3.7363e-004
2.136000e+003	3.3440e-004
2.138000e+003	2.9928e-004
2.140000e+003	2.6785e-004
2.142000e+003	2.3971e-004
2.144000e+003	2.1453e-004
2.146000e+003	1.9198e-004
2.148000e+003	1.7181e-004
2.150000e+003	1.5375e-004
2.152000e+003	1.3759e-004
2.154000e+003	1.2312e-004
2.156000e+003	1.1018e-004
2.158000e+003	9.8590e-005
2.160000e+003	8.8220e-005
2.162000e+003	7.8941e-005
2.164000e+003	7.0636e-005
2.166000e+003	6.3204e-005
2.168000e+003	5.6553e-005
2.170000e+003	5.0601e-005
2.172000e+003	4.5275e-005
2.174000e+003	4.0509e-005
2.176000e+003	3.6244e-005
2.178000e+003	3.2428e-005
2.180000e+003	2.9013e-005
2.182000e+003	2.5957e-005
2.184000e+003	2.3224e-005
2.186000e+003	2.0778e-005
2.188000e+003	1.8589e-005
2.190000e+003	1.6631e-005
2.192000e+003	1.4879e-005
2.194000e+003	1.3312e-005
2.196000e+003	1.1910e-005
2.198000e+003	1.0656e-005
2.200000e+003	9.5342e-006
2.202000e+003	8.5308e-006
2.204000e+003	7.6334e-006
2.206000e+003	6.8308e-006
2.208000e+003	6.1132e-006
2.210000e+003	5.4716e-006
2.212000e+003	4.8980e-006
2.214000e+003	4.3854e-006
2.216000e+003	3.9274e-006
2.218000e+003	3.5182e-006
2.220000e+003	3.1529e-006
2.222000e+003	2.8268e-006
2.224000e+003	2.5360e-006
2.226000e+003	2.2768e-006
2.228000e+003	2.0459e-006
2.230000e+003	1.8406e-006
2.232000e+003	1.6582e-006
2.234000e+003	1.4966e-006
2.236000e+003	1.3536e-006
2.238000e+003	1.2275e-006
2.240000e+003	1.1167e-006
2.242000e+003	1.0199e-006
2.244000e+003	9.3584e-007
2.246000e+003	8.6347e-007
2.248000e+003	8.0189e-007
2.250000e+003	7.5035e-007
2.252000e+003	7.0819e-007
2.254000e+003	5.3560e-007
2.256000e+003	3.3849e-007
2.258000e+003	2.1393e-007
2.260000e+003	1.3523e-007
2.262000e+003	8.5524e-008
2.264000e+003	5.4161e-008
2.266000e+003	3.4415e-008
2.268000e+003	2.2052e-008
2.270000e+003	1.4421e-008
2.272000e+003	9.8857e-009
2.274000e+003	8.5754e-009
2.276000e+003	8.3634e-009
2.278000e+003	8.1468e-009
2.280000e+003	7.9258e-009
2.282000e+003	7.7005e-009
2.284000e+003	7.4710e-009
2.286000e+003	7.2376e-009
2.288000e+003	7.0003e-009
2.290000e+003	6.7593e-009
2.292000e+003	6.5147e-009
2.294000e+003	4.9473e-009
2.296000e+003	3.1241e-009
2.298000e+003	1.9729e-009
2.300000e+003	1.2461e-009
2.302000e+003	7.8746e-010
2.304000e+003	4.9825e-010
2.306000e+003	3.1627e-010
2.308000e+003	2.0238e-010
2.310000e+003	1.3207e-010
2.312000e+003	9.0198e-011
2.314000e+003	7.8014e-011
2.316000e+003	7.6048e-011
2.318000e+003	7.4046e-011
2.320000e+003	7.2009e-011
2.322000e+003	6.9936e-011
2.324000e+003	6.7831e-011
2.326000e+003	6.5694e-011
2.328000e+003	6.3526e-011
2.330000e+003	6.1328e-011
2.332000e+003	5.9102e-011
2.334000e+003	4.4859e-011
2.336000e+003	2.8306e-011
2.338000e+003	1.7862e-011
2.340000e+003	1.1273e-011
2.342000e+003	7.1177e-012
2.344000e+003	4.4996e-012
2.346000e+003	2.8533e-012
2.348000e+003	1.8233e-012
2.350000e+003	1.1873e-012
2.352000e+003	8.0796e-013
2.354000e+003	6.9680e-013
2.356000e+003	6.7892e-013
2.358000e+003	6.6075e-013
2.360000e+003	6.4231e-013
2.362000e+003	6.2360e-013
2.364000e+003	6.0464e-013
2.366000e+003	5.8543e-013
2.368000e+003	5.6598e-013
2.370000e+003	5.4631e-013
2.372000e+003	5.2642e-013
2.374000e+003	3.9935e-013
2.376000e+003	2.5179e-013
2.378000e+003	1.5876e-013
2.380000e+003	1.0012e-013
2.382000e+003	6.3164e-014
2.384000e+003	3.9895e-014
2.386000e+003	2.5273e-014
2.388000e+003	1.6129e-014
2.390000e+003	1.0481e-014
2.392000e+003	7.1064e-015
2.394000e+003	6.1110e-015
2.396000e+003	5.9514e-015
2.398000e+003	5.7896e-015
2.400000e+003	5.6257e-015
2.402000e+003	5.4599e-015
2.404000e+003	5.2922e-015
2.406000e+003	5.1227e-015
2.408000e+003	4.9515e-015
2.410000e+003	4.7785e-015
2.412000e+003	4.6040e-015
2.414000e+003	3.4909e-015
2.416000e+003	2.1993e-015
2.418000e+003	1.3857e-015
2.420000e+003	8.7313e-016
2.422000e+003	5.5040e-016
2.424000e+003	3.4734e-016
2.426000e+003	2.1981e-016
2.428000e+003	1.4009e-016
2.430000e+003	9.0853e-017
2.432000e+003	6.1381e-017
2.434000e+003	5.2632e-017
2.436000e+003	5.1232e-017
2.438000e+003	4.9818e-017
2.440000e+003	4.8389e-017
2.442000e+003	4.6946e-017
2.444000e+003	4.5489e-017
2.446000e+003	4.4020e-017
2.448000e+003	4.2539e-017
2.450000e+003	4.1046e-017
2.452000e+003	3.9542e-017
2.454000e+003	2.9967e-017
2.456000e+003	1.8865e-017
2.458000e+003	1.1875e-017
2.460000e+003	7.4760e-018
2.462000e+003	4.7071e-018
2.464000e+003	2.9652e-018
2.466000e+003	1.8702e-018
2.468000e+003	1.1835e-018
2.470000e+003	7.5505e-019
2.472000e+003	4.9147e-019
2.474000e+003	4.0663e-019
2.476000e+003	3.9312e-019
2.478000e+003	3.7951e-019
2.480000e+003	3.6582e-019
2.482000e+003	3.5205e-019
2.484000e+003	3.3820e-019
2.486000e+003	3.2427e-019
2.488000e+003	3.1028e-019
2.490000e+003	2.9622e-019
2.492000e+003	2.8210e-019
2.494000e+003	1.9247e-019
2.496000e+003	6.9503e-020
2.498000e+003	-3.8263e-020
2.500000e+003	6.9621e-020
