Y (ang)	el Psi 1
1.752000e+003	1.3790e-005
1.754000e+003	1.5279e-005
1.756000e+003	1.6930e-005
1.758000e+003	1.8760e-005
1.760000e+003	2.0789e-005
1.762000e+003	2.3040e-005
1.764000e+003	2.5535e-005
1.766000e+003	2.8303e-005
1.768000e+003	3.1373e-005
1.770000e+003	3.4778e-005
1.772000e+003	3.8555e-005
1.774000e+003	4.2745e-005
1.776000e+003	4.7393e-005
1.778000e+003	5.2550e-005
1.780000e+003	5.8272e-005
1.782000e+003	6.4621e-005
1.784000e+003	7.1666e-005
1.786000e+003	7.9485e-005
1.788000e+003	8.8162e-005
1.790000e+003	9.7792e-005
1.792000e+003	1.0848e-004
1.794000e+003	1.2035e-004
1.796000e+003	1.3352e-004
1.798000e+003	1.4814e-004
1.800000e+003	1.6438e-004
1.802000e+003	1.8240e-004
1.804000e+003	2.0242e-004
1.806000e+003	2.2464e-004
1.808000e+003	2.4932e-004
1.810000e+003	2.7673e-004
1.812000e+003	3.0717e-004
1.814000e+003	3.4099e-004
1.816000e+003	3.7855e-004
1.818000e+003	4.2027e-004
1.820000e+003	4.6662e-004
1.822000e+003	5.1811e-004
1.824000e+003	5.7533e-004
1.826000e+003	6.3890e-004
1.828000e+003	7.0954e-004
1.830000e+003	7.8804e-004
1.832000e+003	8.7528e-004
1.834000e+003	9.7223e-004
1.836000e+003	1.0800e-003
1.838000e+003	1.1998e-003
1.840000e+003	1.3329e-003
1.842000e+003	1.4810e-003
1.844000e+003	1.6455e-003
1.846000e+003	1.8285e-003
1.848000e+003	2.0319e-003
1.850000e+003	2.2582e-003
1.852000e+003	2.5097e-003
1.854000e+003	2.7895e-003
1.856000e+003	3.1006e-003
1.858000e+003	3.4466e-003
1.860000e+003	3.8315e-003
1.862000e+003	4.2597e-003
1.864000e+003	4.7360e-003
1.866000e+003	5.2658e-003
1.868000e+003	5.8553e-003
1.870000e+003	6.5112e-003
1.872000e+003	7.2411e-003
1.874000e+003	8.0532e-003
1.876000e+003	8.9570e-003
1.878000e+003	9.9628e-003
1.880000e+003	1.1082e-002
1.882000e+003	1.2328e-002
1.884000e+003	1.3715e-002
1.886000e+003	1.5259e-002
1.888000e+003	1.6978e-002
1.890000e+003	1.8891e-002
1.892000e+003	2.1022e-002
1.894000e+003	2.3394e-002
1.896000e+003	2.6035e-002
1.898000e+003	2.8977e-002
1.900000e+003	3.2252e-002
1.902000e+003	3.5900e-002
1.904000e+003	3.9567e-002
1.906000e+003	4.2783e-002
1.908000e+003	4.5942e-002
1.910000e+003	4.9041e-002
1.912000e+003	5.2075e-002
1.914000e+003	5.5041e-002
1.916000e+003	5.7936e-002
1.918000e+003	6.0757e-002
1.920000e+003	6.3500e-002
1.922000e+003	6.6163e-002
1.924000e+003	6.8743e-002
1.926000e+003	7.1237e-002
1.928000e+003	7.3643e-002
1.930000e+003	7.5959e-002
1.932000e+003	7.8183e-002
1.934000e+003	8.0312e-002
1.936000e+003	8.2344e-002
1.938000e+003	8.4279e-002
1.940000e+003	8.6115e-002
1.942000e+003	8.7849e-002
1.944000e+003	8.9481e-002
1.946000e+003	9.1010e-002
1.948000e+003	9.2435e-002
1.950000e+003	9.3755e-002
1.952000e+003	9.4969e-002
1.954000e+003	9.6076e-002
1.956000e+003	9.7076e-002
1.958000e+003	9.7969e-002
1.960000e+003	9.8755e-002
1.962000e+003	9.9433e-002
1.964000e+003	1.0000e-001
1.966000e+003	1.0047e-001
1.968000e+003	1.0082e-001
1.970000e+003	1.0107e-001
1.972000e+003	1.0121e-001
1.974000e+003	1.0125e-001
1.976000e+003	1.0118e-001
1.978000e+003	1.0101e-001
1.980000e+003	1.0073e-001
1.982000e+003	1.0035e-001
1.984000e+003	9.9867e-002
1.986000e+003	9.9284e-002
1.988000e+003	9.8601e-002
1.990000e+003	9.7820e-002
1.992000e+003	9.6942e-002
1.994000e+003	9.5968e-002
1.996000e+003	9.4899e-002
1.998000e+003	9.3738e-002
2.000000e+003	9.2486e-002
2.002000e+003	9.1144e-002
2.004000e+003	8.9714e-002
2.006000e+003	8.8199e-002
2.008000e+003	8.6599e-002
2.010000e+003	8.4916e-002
2.012000e+003	8.3154e-002
2.014000e+003	8.1313e-002
2.016000e+003	7.9396e-002
2.018000e+003	7.7404e-002
2.020000e+003	7.5341e-002
2.022000e+003	7.3207e-002
2.024000e+003	7.1006e-002
2.026000e+003	6.8740e-002
2.028000e+003	6.6411e-002
2.030000e+003	6.4021e-002
2.032000e+003	6.1573e-002
2.034000e+003	5.9069e-002
2.036000e+003	5.6512e-002
2.038000e+003	5.3903e-002
2.040000e+003	5.1247e-002
2.042000e+003	4.8544e-002
2.044000e+003	4.5799e-002
2.046000e+003	4.3012e-002
2.048000e+003	4.0188e-002
2.050000e+003	3.7328e-002
2.052000e+003	3.4435e-002
2.054000e+003	3.1158e-002
2.056000e+003	2.7904e-002
2.058000e+003	2.4989e-002
2.060000e+003	2.2379e-002
2.062000e+003	2.0041e-002
2.064000e+003	1.7947e-002
2.066000e+003	1.6071e-002
2.068000e+003	1.4392e-002
2.070000e+003	1.2887e-002
2.072000e+003	1.1540e-002
2.074000e+003	1.0333e-002
2.076000e+003	9.2527e-003
2.078000e+003	8.2850e-003
2.080000e+003	7.4183e-003
2.082000e+003	6.6422e-003
2.084000e+003	5.9472e-003
2.086000e+003	5.3248e-003
2.088000e+003	4.7675e-003
2.090000e+003	4.2685e-003
2.092000e+003	3.8216e-003
2.094000e+003	3.4214e-003
2.096000e+003	3.0631e-003
2.098000e+003	2.7423e-003
2.100000e+003	2.4551e-003
2.102000e+003	2.1978e-003
2.104000e+003	1.9676e-003
2.106000e+003	1.7614e-003
2.108000e+003	1.5768e-003
2.110000e+003	1.4115e-003
2.112000e+003	1.2635e-003
2.114000e+003	1.1310e-003
2.116000e+003	1.0124e-003
2.118000e+003	9.0623e-004
2.120000e+003	8.1117e-004
2.122000e+003	7.2607e-004
2.124000e+003	6.4989e-004
2.126000e+003	5.8169e-004
2.128000e+003	5.2064e-004
2.130000e+003	4.6599e-004
2.132000e+003	4.1707e-004
2.134000e+003	3.7327e-004
2.136000e+003	3.3408e-004
2.138000e+003	2.9899e-004
2.140000e+003	2.6758e-004
2.142000e+003	2.3947e-004
2.144000e+003	2.1431e-004
2.146000e+003	1.9179e-004
2.148000e+003	1.7163e-004
2.150000e+003	1.5359e-004
2.152000e+003	1.3745e-004
2.154000e+003	1.2299e-004
2.156000e+003	1.1006e-004
2.158000e+003	9.8486e-005
2.160000e+003	8.8126e-005
2.162000e+003	7.8856e-005
2.164000e+003	7.0559e-005
2.166000e+003	6.3135e-005
2.168000e+003	5.6490e-005
2.170000e+003	5.0545e-005
2.172000e+003	4.5224e-005
2.174000e+003	4.0463e-005
2.176000e+003	3.6203e-005
2.178000e+003	3.2391e-005
2.180000e+003	2.8980e-005
2.182000e+003	2.5927e-005
2.184000e+003	2.3197e-005
2.186000e+003	2.0753e-005
2.188000e+003	1.8567e-005
2.190000e+003	1.6611e-005
2.192000e+003	1.4861e-005
2.194000e+003	1.3296e-005
2.196000e+003	1.1896e-005
2.198000e+003	1.0643e-005
2.200000e+003	9.5224e-006
2.202000e+003	8.5202e-006
2.204000e+003	7.6238e-006
2.206000e+003	6.8222e-006
2.208000e+003	6.1054e-006
2.210000e+003	5.4646e-006
2.212000e+003	4.8917e-006
2.214000e+003	4.3797e-006
2.216000e+003	3.9223e-006
2.218000e+003	3.5136e-006
2.220000e+003	3.1487e-006
2.222000e+003	2.8231e-006
2.224000e+003	2.5326e-006
2.226000e+003	2.2737e-006
2.228000e+003	2.0432e-006
2.230000e+003	1.8381e-006
2.232000e+003	1.6560e-006
2.234000e+003	1.4945e-006
2.236000e+003	1.3517e-006
2.238000e+003	1.2258e-006
2.240000e+003	1.1151e-006
2.242000e+003	1.0185e-006
2.244000e+003	9.3451e-007
2.246000e+003	8.6223e-007
2.248000e+003	8.0074e-007
2.250000e+003	7.4927e-007
2.252000e+003	7.0717e-007
2.254000e+003	5.3482e-007
2.256000e+003	3.3799e-007
2.258000e+003	2.1361e-007
2.260000e+003	1.3502e-007
2.262000e+003	8.5393e-008
2.264000e+003	5.4077e-008
2.266000e+003	3.4360e-008
2.268000e+003	2.2016e-008
2.270000e+003	1.4397e-008
2.272000e+003	9.8684e-009
2.274000e+003	8.5597e-009
2.276000e+003	8.3480e-009
2.278000e+003	8.1317e-009
2.280000e+003	7.9110e-009
2.282000e+003	7.6861e-009
2.284000e+003	7.4570e-009
2.286000e+003	7.2240e-009
2.288000e+003	6.9871e-009
2.290000e+003	6.7465e-009
2.292000e+003	6.5024e-009
2.294000e+003	4.9378e-009
2.296000e+003	3.1181e-009
2.298000e+003	1.9691e-009
2.300000e+003	1.2437e-009
2.302000e+003	7.8590e-010
2.304000e+003	4.9725e-010
2.306000e+003	3.1563e-010
2.308000e+003	2.0196e-010
2.310000e+003	1.3179e-010
2.312000e+003	8.9998e-011
2.314000e+003	7.7836e-011
2.316000e+003	7.5874e-011
2.318000e+003	7.3876e-011
2.320000e+003	7.1842e-011
2.322000e+003	6.9774e-011
2.324000e+003	6.7673e-011
2.326000e+003	6.5540e-011
2.328000e+003	6.3377e-011
2.330000e+003	6.1184e-011
2.332000e+003	5.8963e-011
2.334000e+003	4.4753e-011
2.336000e+003	2.8239e-011
2.338000e+003	1.7819e-011
2.340000e+003	1.1245e-011
2.342000e+003	7.1003e-012
2.344000e+003	4.4885e-012
2.346000e+003	2.8461e-012
2.348000e+003	1.8187e-012
2.350000e+003	1.1843e-012
2.352000e+003	8.0580e-013
2.354000e+003	6.9489e-013
2.356000e+003	6.7704e-013
2.358000e+003	6.5892e-013
2.360000e+003	6.4053e-013
2.362000e+003	6.2187e-013
2.364000e+003	6.0295e-013
2.366000e+003	5.8379e-013
2.368000e+003	5.6440e-013
2.370000e+003	5.4477e-013
2.372000e+003	5.2494e-013
2.374000e+003	3.9822e-013
2.376000e+003	2.5108e-013
2.378000e+003	1.5831e-013
2.380000e+003	9.9830e-014
2.382000e+003	6.2980e-014
2.384000e+003	3.9778e-014
2.386000e+003	2.5198e-014
2.388000e+003	1.6080e-014
2.390000e+003	1.0449e-014
2.392000e+003	7.0842e-015
2.394000e+003	6.0914e-015
2.396000e+003	5.9322e-015
2.398000e+003	5.7709e-015
2.400000e+003	5.6075e-015
2.402000e+003	5.4422e-015
2.404000e+003	5.2750e-015
2.406000e+003	5.1060e-015
2.408000e+003	4.9353e-015
2.410000e+003	4.7629e-015
2.412000e+003	4.5889e-015
2.414000e+003	3.4794e-015
2.416000e+003	2.1920e-015
2.418000e+003	1.3810e-015
2.420000e+003	8.7020e-016
2.422000e+003	5.4854e-016
2.424000e+003	3.4616e-016
2.426000e+003	2.1906e-016
2.428000e+003	1.3961e-016
2.430000e+003	9.0534e-017
2.432000e+003	6.1160e-017
2.434000e+003	5.2438e-017
2.436000e+003	5.1043e-017
2.438000e+003	4.9633e-017
2.440000e+003	4.8209e-017
2.442000e+003	4.6771e-017
2.444000e+003	4.5320e-017
2.446000e+003	4.3856e-017
2.448000e+003	4.2380e-017
2.450000e+003	4.0892e-017
2.452000e+003	3.9394e-017
2.454000e+003	2.9854e-017
2.456000e+003	1.8793e-017
2.458000e+003	1.1830e-017
2.460000e+003	7.4474e-018
2.462000e+003	4.6890e-018
2.464000e+003	2.9537e-018
2.466000e+003	1.8630e-018
2.468000e+003	1.1788e-018
2.470000e+003	7.5206e-019
2.472000e+003	4.8948e-019
2.474000e+003	4.0496e-019
2.476000e+003	3.9150e-019
2.478000e+003	3.7794e-019
2.480000e+003	3.6430e-019
2.482000e+003	3.5059e-019
2.484000e+003	3.3679e-019
2.486000e+003	3.2292e-019
2.488000e+003	3.0898e-019
2.490000e+003	2.9498e-019
2.492000e+003	2.8092e-019
2.494000e+003	1.9167e-019
2.496000e+003	6.9210e-020
2.498000e+003	-3.8104e-020
2.500000e+003	6.9330e-020
